Serial Number,List Year,Town,Address,Assessed Value,Sale Amount,Sales Ratio,Residential Type
130080,2013,East Hampton,8 MAPLE ST,124420,124000,1.003387097,Single Family
1500004,2015,Hampton,940 PUDDING HILL RD,93330,145000,0.643655172,Single Family
160034,2016,Portland,15 COE AVE EXT,99470,184500,0.539132791,Single Family
140203,2014,Griswold,50 EDMOND RD,169260,274900,0.615714805,Single Family
19193,2019,Newtown,11 FAWNWOOD ROAD,305770,465000,0.6576,Single Family
180059,2018,Branford,137 TURTLE BAY DR,175600,290000,0.6055,Condo
21000295,2021,Cheshire,875 PECK LANE,390740,840000,0.4651,Residential
190009,2019,Old Saybrook,201 NORTH COVE RD,1231900,1700000,0.7246,Single Family
19316,2019,Ridgefield,118 BLACKMAN RD,715740,860000,0.8323,Single Family
100209,2010,Wilton,190 HURLBUTT ST,980630,1200000,0.817191667,Single Family
160166,2016,Cromwell,5 WILD ROSE COURT,83200,145000,0.573793103,Condo
160662,2016,Meriden,275 DEXTER AVE,108570,156500,0.693738019,Single Family
150102,2015,Windham,227 QUARRY ST,83850,140000,0.598928571,Single Family
19970,2019,West Haven,10 HOMESTEAD AVE,114520,155800,0.735,Single Family
60036,2006,Sharon,107 WHITE HOLW RD,837900,1574000,0.532337992,Single Family
80058,2008,Killingworth,19 BETHKE ROAD,351160,403000,0.871364764,Single Family
180971,2018,West Hartford,183 WEBSTER HILL BOULEVARD,178430,275000,0.6488,Single Family
70453,2007,Manchester,810 TOLLAND TPKE,144400,184000,0.784782609,Single Family
90068,2009,Colchester,52 IVY COURT,188700,218000,0.86559633,Three Family
21062,2021,Southbury,68 JACOB RD,188650,305000,0.6185,Residential
171489,2017,Bridgeport,231 DEFOREST AVE,79900,129900,0.615,Single Family
210935,2021,Norwich,290 LAURA BLVD,77500,200000,0.3875,Residential
18536,2018,East Hartford,43 KNOLLWOOD RD,117280,100000,1.1728,Single Family
14184,2014,Newington,17 WESTGATE CIRCLE,132090,180000,0.733833333,Single Family
90034,2009,New Milford,12 THOMAS LN,195440,265500,0.736120527,Single Family
150576,2015,Middletown,12 BROOKVIEW LA,193540,291000,0.665085911,Single Family
170370,2017,Trumbull,10 OLD PINE WOOD TRAIL,188730,400000,0.471825,Single Family
11239,2011,Glastonbury,35 TRYON FARM RD,1837500,284000,6.470070423,Condo
1900099,2019,Sharon,164 EAST ST,885100,900000,0.9834,Single Family
21322,2021,Waterford,3 EIGHTH AVENUE,162270,385000,0.4214,Residential
180061,2018,Hebron,541 PAPER MILL RD,95480,110000,0.868,Single Family
60166,2006,Burlington,62 WEST SIDE BLVD,102760,235000,0.437276596,Single Family
60143,2006,New Fairfield,10 LAURELWOOD DR,523000,565000,0.925663717,Single Family
200040,2020,West Hartford,1028 BOULEVARD,249480,445000,0.5606,Residential
210070,2021,Torrington,190 ROCK CREEK LN,105850,230000,0.4602,Residential
200477,2020,Torrington,1771 NORFOLK RD,81800,255000,0.3207,Residential
19434,2019,Ridgefield,9 LOOKOUT DR,293410,478500,0.6131,Single Family
12650,2012,Hartford,120 HEBRON ST,38515,60000,0.641916667,Single Family
210208,2021,Waterbury,19 NORTH MAIN ST,40900,130000,0.3146,Residential
160241,2016,New Fairfield,21 DEER LN,103300,125000,0.8264,Single Family
200818,2020,West Hartford,26 FENNBROOK ROAD,275310,480000,0.5735625,Residential
124620,2012,Manchester,25 RICHARD ROAD,182400,255000,0.715294118,Single Family
210914,2021,Torrington,327 AETNA AVE,111790,175000,0.6388,Residential
170395,2017,Manchester,396 EAST CENTER STREET,116000,165000,0.703,Single Family
800335,2008,Newington,72 SOUTHWOOD ROAD,165700,250000,0.6628,Single Family
100197,2010,Bethel,15 BRIAR RIDGE DRIVE,4185410,501579,8.34446817,Condo
170041,2017,Stratford,201 EVERGREEN DR,156170,150000,1.041133333,Single Family
60877,2006,Stratford,444 HILLTOP DR,286930,440000,0.652113636,Single Family
160855,2016,Waterbury,295 FROST RD,75140,110500,0.68,Two Family
200108,2020,Avon,14 BRENTHAVEN,233350,429000,0.5439,Residential
180572,2018,Southington,41 BEVERLY DR,265600,410000,0.6478,Single Family
200447,2020,Avon,2 WALNUT LANE,107390,210000,0.5113,Residential
160171,2016,Windham,106 PEMBERTON RD,80010,142200,0.562658228,Single Family
900104,2009,Guilford,46 MOHAWK TR,128800,110000,1.170909091,Condo
70085,2007,Coventry,30 GRANT HILL RD.,221160,375000,0.58976,Single Family
170225,2017,New London,83 MANSFIELD RD 111,30660,3266250,0.009386912,Condo
170351,2017,Salem,120 GUNGY RD,169300,270000,0.627,Single Family
140170,2014,Cromwell,183 COLES ROAD,210260,319900,0.657267896,Single Family
180032,2018,Waterford,310 BOSTON POST RD #113,108540,150000,0.7236,Condo
80233,2008,New Milford,20 DARTMOUTH RD,163520,220000,0.743272727,Single Family
190760,2019,Norwalk,6 HILL ST,292030,406000,0.7193,Two Family
190304,2019,Bristol,92 STEWART ST,145740,168000,0.8675,Three Family
201048,2020,Hartford,39 ANDOVER ST,69510,280000,0.2482,Residential
13024,2013,Bloomfield,29 DOUGLAS ST,120050,151900,0.790322581,Single Family
180155,2018,Old Lyme,7 CLARKS LA,696700,615000,1.1328,Single Family
190327,2019,Madison,75 BLAKEMAN RD,255500,450000,0.5678,Single Family
170026,2017,Kent,47 UPPER KENT HOLLOW RD,419700,845000,0.496686391,Single Family
140548,2014,Torrington,88 TORCON DR,87100,120000,0.725833333,Single Family
61324,2006,Waterbury,33 WHITEWOOD RD,89250,192000,0.46484375,Single Family
140266,2014,Guilford,159 JAMESTOWN DR,258730,399000,0.648446115,Single Family
131092,2013,Waterbury,201 WALL ST,57550,65000,0.885384615,Single Family
160369,2016,Waterbury,70 CHIPPER RD,90090,121000,0.744545455,Single Family
180205,2018,Danbury,3 PEARL ST,273000,527000,0.518026565,Three Family
80131,2008,Ellington,36 ELLRIDGE PL,82960,763428,0.108667746,Single Family
210342,2021,Simsbury,18 PINNACLE MOUNTAIN ROAD,286870,575000,0.4989,Residential
110264,2011,Cheshire,1682 ORCHARD HILL RD,199340,285000,0.699438596,Single Family
130062,2013,Westbrook,1101 OLD CLINTON RD,217130,204900,1.059687653,Single Family
80547,2008,West Hartford,16 FREDERICK ROAD,166200,292500,0.568205128,Single Family
60468,2006,Hamden,65 ARCADIA AVE,135450,197600,0.685475709,Single Family
17042,2017,Monroe,885 MAIN ST,182100,40000,4.5525,Single Family
60303,2006,Avon,10 YORKSHIRE LN,186160,372900,0.499222312,Single Family
60367,2006,Danbury,18 PAULDING TER 404,28000,427805,0.06545038,Condo
212367,2021,Waterbury,176 DEVONWOOD DR,91150,251000,0.3631,Residential
90297,2009,Southbury,273 STILLSON RD,283920,458000,0.619912664,Single Family
60246,2006,Ledyard,10 MARIA AVENUE,132860,240000,0.553583333,Single Family
11551,2011,Orange,451 HERBERT ST,316800,332000,0.954216867,Single Family
100014,2010,Sprague,74 BUSHNELL HOLLOW RD,132600,200000,0.663,Single Family
100302,2010,Stamford,536 ROXBURY ROAD,1919310,2100000,0.913957143,Single Family
210204,2021,Portland,4 HIGHLAND AVE,131110,250000,0.5244,Residential
60672,2006,Hamden,202 ERAMO TER,185290,279000,0.664121864,Single Family
140576,2014,Trumbull,1373 HUNTINGTON TPKE,242800,400000,0.607,Single Family
160056,2016,Bolton,22 ALEXIS DR,252600,335000,0.754029851,Single Family
90227,2009,Milford,114 MEADOWS END RD,214930,236000,0.910720339,Single Family
180676,2018,Danbury,7 DEAN ST #1-103,89400,126900,0.7044,Condo
21306,2021,Watertown,436 LINKFIELD RD,158700,319000,0.4974,Residential
19196,2019,Newtown,43 ELIZABETH CIRCLE,151110,267500,0.5649,Condo
60418,2006,Torrington,84 ALBRECHT RD,107800,208000,0.518269231,Single Family
60130,2006,Fairfield,812 HILLSIDE RD,808080,1382069,0.584688608,Single Family
130162,2013,Naugatuck,10 CHRISTY LA,160580,159900,1.004252658,Single Family
14000151,2014,Granby,17 MEADOW BROOK RD,213920,297000,0.72026936,Single Family
16042,2016,North Stonington,59 MAINS CROSSING,117180,125000,0.93744,Single Family
90702,2009,Waterbury,31 LAUREL ST,106150,36100,2.940443213,Three Family
170028,2017,Middlefield,135 ROSS RD,138300,137000,1.0094,Two Family
70048,2007,Avon,486 DEERCLIFF RD,311920,420000,0.742666667,Single Family
120023,2012,Killingly,39 ORLEANS AVE,120190,130000,0.924538462,Single Family
191110,2019,Killingly,550 WAUREGAN RD,146790,254000,0.5779,Single Family
151213,2015,Danbury,7 OLD NEVERSINK RD,396800,575000,0.690086957,Single Family
100014,2010,Stratford,346 BRIDGEVIEW PL,284900,300000,0.949666667,Single Family
20210,2020,North Haven,17 MOULTHROP ST,113260,160000,0.7078,Residential
100245,2010,Norwalk,9 TAYLOR AVE C,171080,160000,1.06925,Condo
200409,2020,Danbury,45 POCONO LN 24,278100,353000,0.7878,Residential
200079,2020,Vernon,58 GRAND AVE,125180,245000,0.5109,Residential
170604,2017,Stratford,6 MEETING HOUSE RD  UNIT D,135170,216000,0.6257,Condo
180303,2018,Fairfield,312 KNAPPS HIGHWAY,160160,245000,0.6537,Condo
180128,2018,Waterford,29 AVERY LANE,116000,118900,0.9756,Single Family
190733,2019,Hamden,179 HOWARD DR,162890,296145,0.55,Single Family
171599,2017,Bridgeport,1769 EAST MAIN ST,208630,265000,0.7872,Two Family
900119,2009,New London,26 CARROLL CT,103670,143000,0.724965035,Single Family
800090,2008,Granby,26 MEETING HOUSE RD,455840,610000,0.747278689,Single Family
14151,2014,Wilton,125A MOUNTAIN RD,253470,200000,1.26735,Single Family
71292,2007,Bridgeport,143-145 OLIVE ST,105220,150000,0.701466667,Three Family
11275,2011,Fairfield,4029 PARK AVENUE,232960,250000,0.93184,Condo
110055,2011,South Windsor,54 GREENWOOD DR,551950,574000,0.961585366,Single Family
120154,2012,Old Lyme,25 SILL LA,498800,425000,1.173647059,Single Family
210170,2021,Windsor Locks,8 FERN STREET,107660,262900,0.409509319,Residential
60772,2006,Bridgeport,33 ROSE ST,160904,399900,0.40236059,Two Family
150891,2015,Danbury,19 SPRING ST,159100,230000,0.69173913,Three Family
60161,2006,Ledyard,15 ESKA DR,282800,375000,0.754133333,Single Family
90156,2009,Clinton,13 BEACH PARK ROAD,188100,280000,0.671785714,Single Family
70050,2007,Bethany,23 COUNTRY LANE,427760,750000,0.570346667,Single Family
60016,2006,Washington,5 STEEPLES RD S,374770,410000,0.914073171,Single Family
18441,2018,Hartford,409 WEST PRESTON ST,71785,229000,0.3134,Two Family
170708,2017,Milford,21 MARK ST,167350,242500,0.6901,Single Family
140025,2014,Naugatuck,220 SCOTT ST,101700,100000,1.017,Single Family
10475,2010,Wethersfield,102 CRYSTAL ST,153200,238000,0.643697479,Single Family
2000076,2020,Naugatuck,89 WALNUT ST,115300,60000,1.9216,Residential
201315,2020,Griswold,207 GEER RD,126420,160000,0.7901,Residential
17013,2017,Colebrook,70 BEECH HILL RD.,186400,126000,1.479365079,Single Family
180713,2018,Enfield,21 CRANBERRY HOLLOW,73840,126810,0.5822,Condo
170709,2017,Fairfield,40 RANDOM ROAD,408730,600000,0.6812,Single Family
16178,2016,Burlington,24 SCHOOL HOUSE HILL,182000,160000,1.1375,Single Family
150110,2015,Meriden,349 COOK AVE,109970,67000,1.641343284,Single Family
120303,2012,Windsor,921 DELILAH DR,131460,167000,0.787185629,Single Family
12015,2012,Bethlehem,29 MAIN ST S,90400,127000,0.711811024,Single Family
70654,2007,Greenwich,1 OLD CLUB HOUSE RD,1429750,2650000,0.539528302,Single Family
150068,2015,Putnam,108 VIENS ST,92000,75100,1.225033289,Single Family
1900165,2019,Stamford,4 FINNEY LANE UNIT 48,258220,395000,0.6537,Condo
80640,2008,New Britain,71 MILL ST,143990,141962,1.014285513,Three Family
90378,2009,Trumbull,7 SETTLERS RIDGE DR,756800,900000,0.840888889,Single Family
21271,2021,Watertown,69 ELENA DR,139800,255000,0.5482,Residential
151036,2015,Norwalk,50 LEDGEWOOD DR,307920,490000,0.628408163,Single Family
140231,2014,Cromwell,33 GROVE STREET,145120,187000,0.776042781,Single Family
211918,2021,Waterbury,218 OAKVILLE AVE #218E,33590,115000,0.292,Residential
100200,2010,Enfield,GEORGETOWN DR BDU07,88550,75000,1.180666667,Condo
200146,2020,East Haddam,91 PETTICOAT LANE,182190,440000,0.414068182,Residential
190714,2019,New Britain,180 MARKET ST,83580,170000,0.4916,Single Family
80172,2008,Stratford,30 PINE STREET,201810,5000,40.362,Single Family
90964,2009,Stamford,221 BIG OAK ROAD,472980,719000,0.65783032,Single Family
80133,2008,Shelton,10 NATURE LANE,789530,910500,0.867138935,Single Family
10225,2010,Hamden,178 BENDER RD,190960,27500,6.944,Single Family
160069,2016,Glastonbury,44 BAYBERRY RD,171100,219900,0.778080946,Single Family
17000435,2017,Brookfield,20 OAK MEADOWS DR,17500,334900,0.0522,Condo
1400239,2014,Middlebury,1200 CHRISTIAN RD,306100,450000,0.680222222,Single Family
60192,2006,North Haven,32 STONEHEDGE DR,269070,365000,0.737178082,Single Family
180066,2018,Old Lyme,131 FOUR MILE RIVER RD,167700,52700,3.1821,Single Family
20122,2020,East Hartford,50 HIGBIE DR,66820,149000,0.4484,Residential
70390,2007,West Haven,430 MAIN ST,147700,190000,0.777368421,Single Family
167721,2016,Bridgeport,37 GARDEN DR,100390,200000,0.50195,Single Family
110336,2011,New Canaan,19 MEAD STREET,1033480,2425000,0.42617732,Single Family
130099,2013,Plainville,24 MOUNTAIN VIEW DR,74130,136000,0.545073529,Single Family
15321,2015,Darien,21 ROCATON ROAD,850500,1850000,0.45972973,Single Family
100300,2010,Enfield,240 ELM ST,154560,165000,0.936727273,Single Family
171819,2017,Bridgeport,3250 FAIRFIELD AVE UNIT 213,99140,172000,0.5763,Condo
160575,2016,Fairfield,231 ROSEVILLE TERRACE,315770,540000,0.584759259,Two Family
80122,2008,Killingly,265 HARTFORD PIKE,153720,142880,1.075867861,Single Family
62457,2006,Bridgeport,1928 SEAVIEW AVE,103671,255400,0.40591621,Three Family
1200277,2012,East Haven,80 FRANK ST,126070,184900,0.681828015,Single Family
60289,2006,Waterbury,44 SHARON RD UT 8,24290,88000,0.276022727,Condo
11164,2011,Wethersfield,57 WELLS FARM DR,182000,249900,0.728291317,Single Family
120364,2012,Trumbull,15 GWENDOLYN DRIVE,205300,285000,0.720350877,Single Family
120717,2012,Bridgeport,39 TROJAN DRIVE,158460,120000,1.3205,Single Family
200119,2020,Killingly,42 MAYHEW DR,218610,339150,0.6445,Residential
90124,2009,Cromwell,276 SKYVIEW DRIVE,128000,162000,0.790123457,Condo
170170,2017,Plymouth,479 CARTER RD,159040,65000,2.446769231,Single Family
190066,2019,Chester,69 GOSSE HILL RD,186900,368000,0.5079,Single Family
190295,2019,Bethel,22 MAPLE ROW,183820,330000,0.557,Single Family
60366,2006,Hamden,79 FIRST ST,146650,230000,0.637608696,Single Family
170416,2017,New London,5 FARNSWORTH ST,92470,180000,0.5137,Single Family
70137,2007,Suffield,42 HEATHER LN,126070,245683,0.513140917,Condo
10529,2010,Wethersfield,43 WESTWAY,217600,323500,0.672642968,Single Family
110157,2011,Greenwich,"201 SHORE ROAD, OLD GREENWICH,",2138010,3800000,0.562634211,Single Family
14032,2014,Derby,51 MAPLE AVE,148750,210000,0.708333333,Single Family
110020,2011,New Fairfield,60 DICK FINN RD,301600,365000,0.82630137,Single Family
120549,2012,Wallingford,10 KING ST,121900,133000,0.916541353,Single Family
80211,2008,Windham,163 NO WINDHAM RD,171030,465000,0.367806452,Single Family
60485,2006,Waterbury,205 RUMFORD ST,63770,175000,0.3644,Single Family
90135,2009,East Lyme,93 WALNUT HILL ROAD,231490,267800,0.864413742,Single Family
180017,2018,Simsbury,412 WEST MOUNTAIN ROAD,109870,175000,0.6278,Single Family
2101824,2021,Stamford,154 COLD SPRING ROAD #29,173340,265000,0.6541,Residential
19104,2019,Watertown,510 HINMAN RD,178700,246900,0.7238,Single Family
1901055,2019,Stamford,180 GLENBROOK ROAD #6,159750,230000,0.6946,Condo
190142,2019,Greenwich,14 HAWKWOOD LA,3265010,2900000,1.1259,Single Family
60013,2006,Norwalk,126 OLD BELDEN HL RD,281820,572000,0.492692308,Single Family
190327,2019,Norwalk,35 STRATHMORE LN,275240,380000,0.7243,Condo
60066,2006,Ledyard,9 HARVARD RD,120610,190000,0.634789474,Single Family
100549,2010,East Hartford,58 WILDFLOWER ROAD,148490,140400,1.057621083,Single Family
18027,2018,Farmington,7 MALLARD DR,109430,200000,0.5471,Condo
200717,2020,Shelton,147 HILLSIDE AVE,133560,153750,0.868682927,Residential
15270,2015,Ridgefield,74 LAWSON LA,110140,144000,0.764861111,Condo
200450,2020,West Hartford,100 KANE STREET C06,41160,66000,0.6236,Residential
190308,2019,Waterford,10 EAST BISHOP ST,157630,279000,0.565,Single Family
170432,2017,Greenwich,45 ETTL LA #503 & GARAGE UNIT,449260,655000,0.6858,Condo
80398,2008,Danbury,222 MIDDLE RIVER RD,209300,200000,1.0465,Single Family
140754,2014,Bridgeport,199 DEFOREST AVENUE,161770,163000,0.992453988,Three Family
70212,2007,West Haven,208 PLATT AVE.,153790,275500,0.558221416,Single Family
130349,2013,Trumbull,15 BUTTERNUT LANE,316500,485000,0.65257732,Single Family
20201223,2020,Stratford,383 MCKINLEY AVENUE,74680,110000,0.6789,Residential
160094,2016,Greenwich,92 GREENWICH HILLS 92,601370,748000,0.803970588,Condo
151356,2015,Norwalk,41 CEDAR CREST PL,182590,367000,0.497520436,Single Family
190432,2019,Enfield,24 CELTIC CT,186790,329900,0.5662,Single Family
70260,2007,Branford,5 MARINERS WAY,316700,560000,0.565535714,Single Family
190697,2019,West Hartford,54 ORCHARD ROAD,408940,460000,0.889,Single Family
160463,2016,Hamden,32 PEARL AVE,89950,159000,0.56572327,Single Family
100201,2010,Stonington,20 FELLOWS ST,182100,182000,1.000549451,Single Family
110751,2011,Greenwich,"7 LIGHTHOUSE LANE, OLD GREENWI",1478190,2350000,0.629017021,Single Family
80318,2008,Wallingford,15 KAZERSKY DR,308070,422000,0.730023697,Single Family
17091,2017,Lebanon,282 GEER RD,174500,147000,1.187,Single Family
14023,2014,Montville,18 OLD FITCH HILL RD #7,88140,155000,0.568645161,Condo
210793,2021,Waterbury,31 WINCHESTER ST,59780,64000,0.934,Residential
70060,2007,Putnam,85 PERRY ST #175,90400,190000,0.475789474,Condo
60180,2006,West Haven,172 PLATT AVE,224910,293000,0.767610922,Single Family
11005,2011,Wethersfield,15 SOUTHWELL RD,169800,238000,0.713445378,Single Family
100600,2010,Danbury,19 BERGH ST,164900,120000,1.374166667,Single Family
90611,2009,Danbury,118 CLAPBOARD RIDGE RD,147700,142500,1.036491228,Single Family
200104,2020,Putnam,617 LIBERTY HGWY,165200,250000,0.6608,Residential
60193,2006,New Britain,282 PIERREMOUNT AVE,44380,120000,0.369833333,Condo
120239,2012,Norwalk,46 PROSPECT ST 46/1G,162610,141100,1.152445074,Condo
13311,2013,Wilton,4 DOGWOOD LA,952000,1451000,0.656099242,Single Family
190004,2019,Westport,328 POST ROAD WEST,766700,450000,1.7038,Single Family
15037,2015,Montville,7 DYDO DR,103370,76000,1.360131579,Single Family
60418,2006,Naugatuck,160 ANDREW AVE,93010,235000,0.395787234,Single Family
150427,2015,South Windsor,45 HOLLIS RD,130800,121000,1.080991736,Single Family
180042,2018,Beacon Falls,93 DORCHESTER COURT,74840,87500,0.8553,Condo
200265,2020,Branford,45-47 ISLAND VIEW AVE,835300,1350000,0.6187,Residential
182329,2018,Waterbury,111 HAWTHORNE AVE,97450,119000,0.8189,Two Family
160564,2016,Bridgeport,62-A CHESTNUT ST,22440,32000,0.70125,Condo
14211,2014,Plainfield,4 TERRACE DR,42760,60500,0.70677686,Single Family
80110,2008,West Hartford,46 RIGGS AVENUE,231700,330000,0.702121212,Single Family
130042,2013,Meriden,305 PADDOCK VILLAGE,97370,143000,0.680909091,Condo
167831,2016,Bridgeport,733 BISHOP AVE,80690,142533,0.566114514,Single Family
160392,2016,Danbury,33 HILLANDALE RD,145300,284900,0.51000351,Single Family
201735,2020,Greenwich,28 HIDDEN BROOK ROAD,1400490,2205000,0.6351,Residential
150239,2015,East Lyme,237 GRASSY HILL RD,227220,346450,0.655852215,Single Family
